COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808055750	"MARRO Giovanni"	"Controlli automatici"		"Quinta edizione"	"Volume unico"	4600	496	"197x270, 2005"
9788808122810	"BRAMANTI Marco-PAGANI Carlo Domenico-SALSA Sandro"	"Analisi matematica 2"			"Volume unico"	4750	504	"170x240, 2009"
9788808636515	"VIALE Michela-VITALE Viviana"	"10 in matematica e scienze"			"Volume 2"	1030	144	", , 196x265, 2015"
9788808921192	"VIALE Michela-VITALE Viviana"	"10 in matematica e scienze"			"Volume 1"	1000	128	", , 197x265, 2015"
9788808062918	"CORBETTA Francesco-MARCONI Giancarlo"	"Flora della Pianura Padana e dell'Appennino Settentrionale"	"Fotoatlante della Flora vascolare"		"Volume unico"	7900	784	"3000 specie descritte, 2800 fotografie, 180x255, 2013"
9788808285263	"HENDELMAN Walter J."	"Testo-atlante di Neuroanatomia funzionale"	"con considerazioni cliniche"	"Seconda edizione"	"Volume unico"	5250	328	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2016"
9788808263360	"ZHAO Xiuying"	"Mini Cinese"	"Dizionario Cinese-Italiano Italiano-Cinese"		"Volume unico"	820	864	", , 77x114, 2021"
9788808058065	"ADAMS Ansel"	"La stampa"			"Volume unico"	6400	224	"Trad. di M. Marinucci, 103 i., 205x270, 1988"
9788808421005	"LIVI BACCI Massimo"	"Il lungo viaggio dell'umanità"	"Dalle savane dell'Africa alle migrazioni globali"		"Volume unico"	950	144	", , 170x240, 2017"
9788808191458	"MARCELLINI Paolo-SBORDONE Carlo"	"Esercitazioni di Analisi matematica Due"			"Seconda parte"	2500	304	", , 170x240, 2017"
9788808220707	"MARCELLINI Paolo-SBORDONE Carlo"	"Esercitazioni di Analisi matematica Due"			"Prima parte"	2300	272	", , 170x240, 2017"
9788808980052	"MALAGUTI Francesca-PARINI Ilaria-ROBERTS Rosalind"	"English for nurses and healthcare professionals"		"Seconda edizione"	"Volume unico"	4850	480	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2018"
9788808086631	"BESTETTI Massimiliano-RAGONE David"	"Termodinamica dei materiali"			"Volume 1"	3780	320	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2003"
9788808184986	"BESTETTI Massimiliano-RAGONE David"	"Termodinamica dei materiali"			"Volume 2"	3120	244	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2003"
9788808300645	"KRUGMAN Paul-WELLS Robin"	Macroeconomia		"Seconda edizione italiana condotta sulla terza edizione americana"	"Volume unico"	6000	656	"Trad. P. Canton, A. Oliveri, 197x270, 2013"
9788808321213	"VALLORTIGARA Giorgio-VOZZA Lisa"	"Piccoli equivoci tra noi animali"	"Siamo sicuri di capirci con le altre specie?"		"Volume unico"	1430	256	", , 115x175, 2015"
9788808187062	"MANZONI Matilde"	"Microbiologia industriale"	"Volume con CD-ROM"		"Volume unico"	5100	432	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2005"
9788808720672	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	"Step Into Social Studies"	"Cross-curricular Path for Social Science Students"		"Volume unico"	2690	408	", Clitt editore. Distribuzione esclusiva Zanichelli., 230x285, 2018"
9788808099334	"SAINT-EXUPERY Antoine"	"Le Petit Prince"	"Appareil didactique de I. Gallo Falco"	"Seconda edizione"	"Volume unico"	1060	148	"Angelo Signorelli editore. Distribuzione esclusiva Zanichelli, 145x200, 1997"
9788808820181	"LIGUORI Linda"	Nomi&Naming	"Scegliere il nome giusto per ogni cosa"		"Volume unico"	1350	208	", , 128x197, 2020"
9788808394361	"ARDONE Viola-PANICO Maria-PIROZZI Carmela"	"Ludus in tabula"			Manuale	1610	232	", , 197x264, 2017"
9788808561749	"ARDONE Viola-PANICO Maria-PIROZZI Carmela"	"Ludus in tabula"			"Gradus secundus"	2490	368	", , 197x265, 2017"
9788808621221	"ARDONE Viola-PANICO Maria-PIROZZI Carmela"	"Ludus in tabula"			"Gradus primus"	2640	480	", , 197x265, 2017"
9788808096029	"LESINA Roberto"	"Il nuovo manuale di stile"	"Guida alla redazione di documenti, relazioni, articoli, manuali"	"Edizione 2.0"	"Volume unico"	4220	384	"180x250, 1994"
9788808320971	"ATKINS Peter William-JONES Loretta-LAVERMAN Leroy"	"Principi di chimica"		"Quarta edizione italiana condotta sulla settima edizione americana"	"Volume unico+ebook"	10000	1024	", , 200x295, 2018"
9788808620385	"BERTAZIOLI Onelio"	Telecomunicazioni	"per Informatica"	"Seconda edizione"	"Volume 1"	3270	424	", , 197x265, 2019"
9788808761774	"BERTAZIOLI Onelio"	Telecomunicazioni	"per Informatica"	"Seconda edizione"	"Volume 2"	3270	464	", , 197x266, 2019"
9788808498328	"PACI Giampietro-PACI Riccardo"	"Idea, progetto, innovazione Plus edizione arancione"		"seconda edizione di Fare"	"Confezione Tecnologia PLUS arancione + Disegno"	2250	504	", , 230x285, 2018"
9788808180933	"GOVONI Stefano"	"Prepararsi all'esame di Farmacologia"			"Volume unico"	1700	192	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2015"
9788808153296	"BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia"	"Il Tempo del Vestire"	"Storia del Costume e della Moda"		"Volume 2 con risorse digitali Scuolabook (a cura di Raffaella Di Iorio e Luisa Benatti Scarpelli)"	2490	256	"Clitt editore. Distribuzione esclusiva Zanichelli, 200x285, 2008"
9788808160188	"BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia"	"Il Tempo del Vestire"	"Storia del Costume e della Moda"		"Volume 1 con risorse digitali Scuolabook (a cura di Raffaella Di Iorio e Luisa Benatti Scarpelli)"	3360	304	"Clitt editore. Distribuzione esclusiva Zanichelli, 200x285, 2008"
9788808353467	"BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia"	"Il Tempo del Vestire"	"Storia del Costume e della Moda"		"Volume 3 con risorse digitali Scuolabook"	2440	240	"Clitt editore. Distribuzione esclusiva Zanichelli, 200x285, 2008"
9788808524102	"BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph"	Pensaci!			"Volume 5"	2700	568	", , 197x267, 2019"
9788808807977	"BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph"	Pensaci!			"Volume 4"	2260	456	", , 197x265, 2019"
9788808954398	"BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph"	Pensaci!			"Volume 3"	2340	480	", , 197x266, 2019"
9788808520203	"FUSCO Nicola-MARCELLINI Paolo-SBORDONE Carlo"	"Lezioni di analisi matematica due"			"Volume unico"	5000	576	", , 177x245, 2020"
9788808019585	"ENRIQUES Federigo"	"Problemi della scienza"		"Ristampa anastatica dell'edizione del 1906"	"Volume unico"	2280	368	"145x210, 1984"
9788808175083	"ALFIERI Gabriella-BRUNI Francesco-FORNASIERO Serena-TAMIOZZO GOLDMANN Silvana"	"Manuale di scrittura e comunicazione"	"Per l'università Per l'azienda"	"Terza edizione a cura di Alessio Cotugno e Francesca Malagnini"	"Volume con ELIZA online"	3070	544	"Con una Grammatica in pillole di Francesca Malagnini, 150x215, 2013"
9788808059871	"GRAY Peter"	Psicologia		"Terza edizione italiana condotta sulla sesta edizione americana"	"Volume unico"	6300	560	"Emanuela Bricolo, 197x270, 2012"
9788808620460	"CALVI Gerolamo-DI TEODORO Francesco Paolo"	"I manoscritti di Leonardo da Vinci dal punto di vista cronologico, storico e biografico"			"Volume unico"	4900	400	"Con un saggio introduttivo di Lucia Bertolini, , 165x245, 2019"
9788808210395	"PINI Lorenza-VERONESI Paola-ZANOLI Rossana"	"Libro visuale - Scopriamo la natura"			"Volume 1"	1590	288	"210x285, 2014"
9788808300898	"PINI Lorenza-VERONESI Paola-ZANOLI Rossana"	"Libro visuale - Scopriamo la natura"			"Volume 3"	1540	280	"210x285, 2014"
9788808435064	"PINI Lorenza-VERONESI Paola-ZANOLI Rossana"	"Libro visuale - Scopriamo la natura"			"Volume In poche parole"	950	168	"230x285, 2014"
9788808701114	"PINI Lorenza-VERONESI Paola-ZANOLI Rossana"	"Libro visuale - Scopriamo la natura"			"Confezione A+B+C+D"	3630	800	"210x285, 2014"
9788808900883	"PINI Lorenza-VERONESI Paola-ZANOLI Rossana"	"Libro visuale - Scopriamo la natura"			"Volume 2"	1400	248	"210x285, 2014"
9788808316295	"TARULLO Stefano"	"Manuale di diritto amministrativo"		"Seconda edizione"	Ebook	5900	0	", , 0x0, 2020"
9788808420176	"TARULLO Stefano"	"Manuale di diritto amministrativo"		"Seconda edizione"	"Volume unico"	8100	872	", , 170x240, 2020"
9788808179562	"FIOCCHI Patrizia-MORRIS David"	"The Business Way"			"Volume unico con risorse digitali Scuolabook"	3280	480	"197x286, 2012"
9788808194602	"FIOCCHI Patrizia-MORRIS David"	"The Business Way"			"Volume unico multimediale con CD-ROM"	3850	480	"197x285, 2012"
9788808620767	"TARULLO Stefano"	"Giustizia amministrativa"			"Volume unico"	5050	504	", , 170x240, 2017"
9788808320742	"TIBONE Federico"	"Progettare e programmare"			"Volume 1"	2640	408	", , 210x285, 2018"
9788808424921	"TIBONE Federico"	"Progettare e programmare"			"Volume 2"	2340	360	", , 210x285, 2018"
9788808709110	"TIBONE Federico"	"Progettare e programmare"			"Volume 2 con Python"	2340	360	", , 210x285, 2018"
9788808816474	"TIBONE Federico"	"Progettare e programmare"			"Volume 3"	1520	216	", , 210x285, 2018"
9788808914675	"TIBONE Federico"	"Progettare e programmare"			"Volume 2 con Java"	2340	360	", , 210x285, 2018"
9788808232953	"AGAZZI Pierangelo-VILARDO Massimo"	Hellenistì	"Corso di lingua e cultura greca"	"quarta edizione"	"Esercizi 1"	2700	592	", , 197x265, 2018"
9788808520746	"AGAZZI Pierangelo-VILARDO Massimo"	Hellenistì	"Corso di lingua e cultura greca"	"quarta edizione"	Manuale	2700	464	", , 197x265, 2018"
9788808555984	"AGAZZI Pierangelo-VILARDO Massimo"	Hellenistì	"Corso di lingua e cultura greca"	"quarta edizione"	"Quaderno di ripasso 2"	930	80	", , 197x265, 2018"
9788808927958	"AGAZZI Pierangelo-VILARDO Massimo"	Hellenistì	"Corso di lingua e cultura greca"	"quarta edizione"	"Esercizi 2"	2850	432	", , 197x266, 2018"
9788808947536	"AGAZZI Pierangelo-VILARDO Massimo"	Hellenistì	"Corso di lingua e cultura greca"	"quarta edizione"	"Quaderno di ripasso 1"	1020	96	", , 195x265, 2018"
9788808221339	"BALDISSERA Eros"	"Arabo compatto"	"Dizionario Italiano-Arabo Arabo-Italiano"	"Terza edizione"	"Volume unico"	1740	576	", , 130x178, 2017"
9788808335166	"ROMENI Claudio"	"La fisica di tutti i giorni"			"Volume 5"	2770	352	"197x266, 2014"
9788808735157	"ROMENI Claudio"	"La fisica di tutti i giorni"			"Volume 2"	2470	304	"197x266, 2014"
9788808835154	"ROMENI Claudio"	"La fisica di tutti i giorni"			"Volume 3"	3170	400	"197x266, 2014"
9788808935151	"ROMENI Claudio"	"La fisica di tutti i giorni"			"Volume 4"	3230	400	"197x266, 2014"
9788808181398	"INTERNATIONAL COUNCIL OF NURSES "	"La struttura e le competenze del continuum dell'assistenza infermieristica del Consiglio Internazionale degli Infermieri"	"Serie di pubblicazioni dell'ICN sulla regolamentazione della professione infermieristica"		"Volume unico"	1250	64	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2010"
9788808420923	"VEDOVI Daniela"	"Immagini contemporanee"	"Laboratorio artistico e itinerari del Novecento"	"Seconda edizione"	"Volume unico"	2790	408	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808699879	"KLEIN Simonetta"	"Il racconto della chimica e della Terra"			"Volume unico"	4700	704	", , 210x285, 2018"
9788808821270	"KLEIN Simonetta"	"Il racconto della chimica e della Terra"			"Volume primo biennio"	2800	336	", , 210x285, 2018"
9788808847690	"KLEIN Simonetta"	"Il racconto della chimica e della Terra"			"Volume secondo biennio"	3440	384	", , 210x285, 2018"
9788808193612	"ISRAEL Giorgio-MILLÁN GASCA Ana"	"Pensare in matematica"			"Volume unico"	5100	544	"170x240, 2012"
9788808289346	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Volume 5"	1960	240	", , 197x265, 2016"
9788808439291	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Confezione 4 con Tutor"	4050	920	", , 197x266, 2016"
9788808708601	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Modulo K"	1130	112	", , 196x265, 2016"
9788808743831	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Volume 5 con Tutor"	2100	240	", , 197x265, 2016"
9788808831538	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Confezione 4"	3730	920	", , 197x266, 2016"
9788808868442	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.verde		"Seconda edizione"	"Modulo Epsilon"	1480	200	", , 196x265, 2016"
9788808421050	"AULETTA Ferruccio"	"I controlli nelle società pubbliche"			"Volume unico"	7240	368	", , 180x245, 2017"
9788808321176	"DI PACE Massimiliano"	"Capire l'economia"			"La realtà economica e i suoi attori"	2820	552	", , 197x266, 2016"
9788808735829	"DI PACE Massimiliano"	"Capire l'economia"			"Capire l'economia pubblica"	2150	384	", , 197x266, 2016"
9788808551344	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte edizione verde"		"Quinta edizione"	"Volume 1 con Museo digitale"	3650	504	", , 230x285, 2022"
9788808739377	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte edizione verde"		"Quinta edizione"	"Volume 3"	4100	576	", , 230x285, 2022"
9788808854797	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte edizione verde"		"Quinta edizione"	"Volume 3 con Museo digitale"	4400	576	", , 230x285, 2022"
9788808976345	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte edizione verde"		"Quinta edizione"	"Volume 1"	3350	504	", , 230x285, 2022"
9788808920560	"GHENO Vera"	"La tesi di laurea"	"Ricerca, scrittura e revisione per chiudere in bellezza"		"Volume unico"	1200	152	", , 128x200, 2019"
9788808187031	"MENCUCCINI Corrado-SILVESTRINI Vittorio"	"Esercizi di Fisica - Elettromagnetismo e Ottica"			"Volume unico"	2300	176	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2016"
9788808220554	"BRADY James E-HYSLOP Alison-JESPERSEN Neil D.-PIGNOCCHINO Maria Cristina"	Chimica.blu		"Seconda edizione"	"Dalla materia alle proprietà periodiche"	2030	232	", , 210x285, 2020"
9788808354266	"BRADY James E-HYSLOP Alison-JESPERSEN Neil D.-PIGNOCCHINO Maria Cristina"	Chimica.blu		"Seconda edizione"	"Dagli equilibri all'elettrochimica"	2470	280	", , 210x285, 2020"
9788808374998	"BRADY James E-HYSLOP Alison-JESPERSEN Neil D.-PIGNOCCHINO Maria Cristina"	Chimica.blu		"Seconda edizione"	"Dal legame chimico alle soluzioni"	1990	208	", , 210x285, 2020"
9788808725271	"BRADY James E-HYSLOP Alison-JESPERSEN Neil D.-PIGNOCCHINO Maria Cristina"	Chimica.blu		"Seconda edizione"	"Volume unico Dalla materia all'elettrochimica"	4390	736	", , 210x285, 2020"
9788808854650	"BRADY James E-HYSLOP Alison-JESPERSEN Neil D.-PIGNOCCHINO Maria Cristina"	Chimica.blu		"Seconda edizione"	"Dal legame chimico all'elettrochimica"	3690	480	", , 210x285, 2020"
9788808599445	"FORMICHI Fiorenzo-MEINI Giorgio"	"Tecnologie e progettazione di sistemi informatici e di telecomunicazioni"	"per Informatica"	"Seconda edizione"	"Volume 2"	2270	288	", , 197x265, 2017"
9788808878809	"FORMICHI Fiorenzo-MEINI Giorgio"	"Tecnologie e progettazione di sistemi informatici e di telecomunicazioni"	"per Informatica"	"Seconda edizione"	"Volume 3"	2770	416	", , 197x266, 2017"
9788808237477	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"In partes tres"			"Volume 3"	2770	648	", , 197x266, 2016"
9788808352880	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"In partes tres"			"Volume 1"	2630	648	", , 197x266, 2016"
9788808837462	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"In partes tres"			"Volume 2"	2320	528	", , 197x265, 2016"
9788808937452	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"In partes tres"			"Confezione Volume 1+Testi e temi di versione"	3410	936	", , 197x265, 2016"
9788808217790	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	Chimica.verde		"seconda edizione di Immagini della chimica"	"Volume 2"	2030	240	", , 230x285, 2018"
9788808511454	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	Chimica.verde		"seconda edizione di Immagini della chimica"	"Idee per imparare"	1160	160	", , 197x265, 2018"
9788808549631	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	Chimica.verde		"seconda edizione di Immagini della chimica"	"Volume 1"	2030	232	", , 230x285, 2018"
9788808720955	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	Chimica.verde		"seconda edizione di Immagini della chimica"	"Volume unico"	3530	464	", , 230x285, 2018"
9788808921307	"LA CECLA Franco-NICOLA Francesca"	"Culture in viaggio"	"Corso di Antropologia"		"Volume unico"	2360	432	", , 197x265, 2018"
9788808799777	"BENATTI Lorenzo-GARESIO Giulia-PAOLUCCI Maria Ginevra-SALVATORE Lorenzo-SANTINI Anna Lisa"	"ART. 2462-2483"		"Seconda edizione"	"Volume unico"	18900	1120	"(1 ed., 2014), , 180x250, 2022"
9788808314611	"GINEPRINI Mario-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Con le parole giuste"			"Grammatica, lessico e storia della lingua"	2180	624	", , 197x265, 2019"
9788808378248	"GINEPRINI Mario-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Con le parole giuste"			"Volume unico"	2540	784	", , 197x266, 2019"
9788808420671	"GINEPRINI Mario-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Con le parole giuste"			"Confezione Grammatica, lessico e storia della lingua + Testi, comunicazione e scrittura"	3250	944	", , 197x265, 2019"
9788808732866	"GINEPRINI Mario-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Con le parole giuste"			"Testi, comunicazione e scrittura"	1560	320	", , 197x265, 2019"
9788808862785	"GINEPRINI Mario-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Con le parole giuste"			"Idee per imparare"	1050	208	", , 197x266, 2019"
9788808621023	"DEL PRATO Enrico"	"Lo spazio dei privati. Scritti"			"Volume unico"	7050	656	", , 180x245, 2016"
9788808323705	"PULVIRENTI Emanuela"	Artemondo			"Confezione volume A + Album"	2400	608	", , 230x285, 2018"
9788808646736	"PULVIRENTI Emanuela"	Artemondo			"Idee per imparare Storia dell'arte"	960	152	", , 230x285, 2018"
9788808821102	"PULVIRENTI Emanuela"	Artemondo			"Confezione volume A + Album + volume B"	3120	800	", , 230x285, 2018"
9788808931481	"PULVIRENTI Emanuela"	Artemondo			"Volume B"	1230	192	", , 230x285, 2018"
9788808182739	"BERTINI Ivano-LUCHINAT Claudio-MANI Fabrizio"	"Chimica: materia, tecnologia, ambiente"		"Prima edizione"	"Volume unico"	5150	576	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2016"
9788808084286	"FURNISS B.s-HANNAFORD A-ROGERS V-SMITH P.W.G-TATCHELL A.r.-VIDARI Giovanni"	"Vogel Chimica organica pratica"	"Con analisi organica qualitativa"	"Seconda edizione"	"Volume unico"	16550	1448	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 185x260, 1988"
9788808734822	"GENTILE Antonino-TIFI Alfredo-VALITUTTI Giuseppe"	"Esploriamo la chimica.verde PLUS"		"seconda edizione di Esploriamo la chimica"	"Volume 2"	1840	176	"197x266, 2014"
9788808734839	"GENTILE Antonino-TIFI Alfredo-VALITUTTI Giuseppe"	"Esploriamo la chimica.verde PLUS"		"seconda edizione di Esploriamo la chimica"	"Volume 2"	1650	176	"197x266, 2014"
9788808066916	"LEOPARDI Giacomo"	"Zibaldone di pensieri"	"In CD-ROM. Edizione critica a cura di Fiorenza Ceragioli e Monica Ballerini"		CD-ROM	5100	0	"--, 135x190, 2009"
9788808420992	"EDIGEO "	"il Mini di Francese"	"Dizionario Francese-Italiano italiano-Francese"	"Seconda edizione"	"Volume unico"	820	640	", , 80x112, 2017"
9788808320292	"WHALEN Karen"	"Le basi della farmacologia"		"Terza edizione italiana condotta sulla settima edizione americana"	"Volume unico + ebook"	6850	640	"con la collaborazione di Carinda Feild, Rajan Radhakrishnan, , 197x285, 2020"
9788808220714	"COMOGLIO Federico-INVERNIZZI Sergio-RINALDI Maurizio"	"Moduli di matematica e statistica"	"Con l'uso di R"	"Seconda edizione"	"Volume unico"	3430	336	", , 197x270, 2018"
9788808520388	"CANNELLA Mario-ZINGARELLI Nicola"	"lo Zingarelli minore"	"Vocabolario della lingua italiana"	"Sedicesima edizione"	"Volume Plus"	3210	1488	"115 000 voci e significati, 7000 sinonimi e contrari, , 150x210, 2021"
9788808303325	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Volume 3"	2680	656	", , 195x265, 2017"
9788808332691	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Volume 2"	2610	640	", , 197x266, 2017"
9788808504289	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Verso la prova INVALSI"	600	104	", , 195x265, 2017"
9788808621160	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Confezione Volume 1 + Epica e letteratura"	2830	1056	", , 197x265, 2017"
9788808778376	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Idee per imparare"	1450	304	", , 197x265, 2017"
9788808973672	"BRUNI Valeria-CERANA Pinuccia-PEGORARO Renato"	Navigando	"Antologia di italiano"		"Epica e letteratura"	1940	416	", , 197x265, 2017"
9788808820433	"FINOCCHIARO Giusella"	"La protezione dei dati personali in Italia"	"Regolamento UE n. 2016/679 e d.lgs. 10 agosto 2018, n. 101"		"Volume unico"	19660	1048	", , 180x245, 2019"
9788808821072	"BONCI Laura-HOWELL Sarah M"	"Grammar in Progress"		"Terza edizione"	"Volume unico"	3140	624	", , 210x285, 2018"
9788808951168	"BONCI Laura-HOWELL Sarah M"	"Grammar in Progress"		"Terza edizione"	"Confezione 3 CD audio per la classe"	4150	0	", , 140x125, 2018"
9788808058874		"Le operazioni di finanziamento"	"bancario, societario, sull'estero, al consumatore, strutturato, a mezzo garanzia, pubblico. Con risorse digitali. Opera ideata e diretta da Francesco Galgano"		"Volume unico + eBook"	31940	2064	"Opera proseguita e curata da E. Panzarini con A. A. Dolmetta, S. Patriarca, , 180x245, 2016"
9788808221070	"FEYNMAN Richard P-LEIGHTON Robert B-SANDS Matthew"	"La Fisica di Feynman"		"Edizione Millennium"	"Confezione 3 volumi con eBook"	14250	1550	"Basata sulla traduzione aggiornata e rivista di G. Altarelli, C. Chiuderi, E. Clementel, S. Focardi, S. Franchetti, L. Monari, G. Toraldo, , 205x280, 2017"
9788808478153	"FEYNMAN Richard P-LEIGHTON Robert B-SANDS Matthew"	"La Fisica di Feynman"		"Edizione Millennium"	"Volume 1 con eBook"	5350	550	"Basata sulla traduzione aggiornata e rivista di G. Altarelli, C. Chiuderi, E. Clementel, S. Focardi, S. Franchetti, L. Monari, G. Toraldo, , 205x278, 2017"
9788808606297	"FEYNMAN Richard P-LEIGHTON Robert B-SANDS Matthew"	"La Fisica di Feynman"		"Edizione Millennium"	"Volume 2 con eBook"	5450	600	"Basata sulla traduzione aggiornata e rivista di G. Altarelli, C. Chiuderi, E. Clementel, S. Focardi, S. Franchetti, L. Monari, G. Toraldo, , 205x278, 2017"
9788808733641	"FEYNMAN Richard P-LEIGHTON Robert B-SANDS Matthew"	"La Fisica di Feynman"		"Edizione Millennium"	"Volume 3 con eBook"	3690	400	"Basata sulla traduzione aggiornata e rivista di G. Altarelli, C. Chiuderi, E. Clementel, S. Focardi, S. Franchetti, L. Monari, G. Toraldo, , 205x278, 2017"
9788808534866	"BERTINETTO Clara-KANGASKORTE Anne-LAVONEN Jari-PENTTILÄ Anu-PIKKARAINEN Outi-SAARI Heikki-SIRVIÖ Jarmo-VAKKILAINEN Kirsi-maria-VIIRI Jouni"	"La chimica che ti serve"			"Volume unico Libro digitale Multimediale"	2270	288	"197x266, 2014"
9788808920294	"FIORESI Rita-MORIGI Marta"	"Introduction to linear algebra"			"Volume unico"	2350	192	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2019"
9788808720337	"FEDERLE Giovanni-STEFANI Carla"	"Progettazione grafica"		"terza edizione"	"Volume unico"	3160	368	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2020"
9788808621283	"EMILIO Marina"	Physics.CLIL			"Quantum Mechanics and Radioactivity"	900	96	", , 196x265, 2015"
9788808625670	"SAMMARONE Sergio"	"Rappresentazione e tecnologia industriale.verde"		"Seconda edizione"	"Volume 2"	1490	168	", , 230x285, 2017"
9788808365552	"PULVIRENTI Emanuela"	Artelogia	"versione arancione"		"Volume 3"	2490	336	", , 230x285, 2022"
9788808367402	"PULVIRENTI Emanuela"	Artelogia	"versione arancione"		"Volume 5"	2920	408	", , 230x285, 2022"
9788808492807	"PULVIRENTI Emanuela"	Artelogia	"versione arancione"		"Volume 4"	2630	392	", , 230x285, 2022"
9788808856647	"PULVIRENTI Emanuela"	Artelogia	"versione arancione"		"Volume 1"	2490	336	", , 230x285, 2022"
9788808948182	"PULVIRENTI Emanuela"	Artelogia	"versione arancione"		"Volume 2"	2200	288	", , 230x285, 2022"
9788808167132	"MARISALDI Luciano"	"Colonne d'Ercole"	Geostoria		"Volume 1"	2700	432	"210x285, 2014"
9788808801272	"MARISALDI Luciano"	"Colonne d'Ercole"	Geostoria		"Volume 2"	2650	384	"210x285, 2014"
9788808105110	"CANEPÀRI Luciano"	"Dizionario di Pronuncia Italiana"	"il DiPI"		"Volume unico"	1320	592	"Versione brossura di Il DIPI, 150x210, 2009"
9788808199171	"CARRADA Luisa"	"Lavoro, dunque scrivo!"	"Creare testi che funzionano per carta e schermi"		"Volume unico + risorse digitali"	2340	480	"145x210, 2012"
9788808455284	"OLIVERIO Albertina-OLIVERIO Alberto-OLIVERIO FERRARIS Anna"	Psyché		"edizione rossa"	"Volume unico"	2730	320	"197x265, 2014"
9788808237828	"BALDISSERA Eros"	"il Mini di Arabo"	"Dizionario Italiano-Arabo Arabo-Italiano"		"Volume unico"	800	720	"--, 85x120, 2009"
9788808337009	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Elementi di matematica"			"Volume A"	3080	760	", , 197x265, 2015"
