COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808437006	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Elementi di matematica"			"Volume B"	1100	104	", , 195x265, 2015"
9788808536709	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Elementi di matematica"			"Volume 4"	1770	328	", , 197x266, 2015"
9788808736291	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Elementi di matematica"			"Volume 3"	1760	352	", , 197x266, 2015"
9788808736703	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Elementi di matematica"			"Volume 5"	1770	360	", , 195x265, 2015"
9788808363046	"FONTANA Federico-GIUDICI Pierantonio-GOFFREDO Luisa"	"Creare e gestire una struttura turistica"			"L'impresa ricettiva"	1290	176	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x265, 2018"
9788808720733	"FONTANA Federico-GIUDICI Pierantonio-GOFFREDO Luisa"	"Creare e gestire una struttura turistica"			"Diritto ed economia delle imprese dell'accoglienza e della ristorazione"	2600	336	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x265, 2018"
9788808823120	"FONTANA Federico-GIUDICI Pierantonio-GOFFREDO Luisa"	"Creare e gestire una struttura turistica"			"L'impresa della ristorazione"	1300	176	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x265, 2018"
9788808464781	"BARACCO Carla-COCTON Marie-Noelle-GIACHINO Luca"	"Pas à pas"		"Seconda edizione di Étapes"	"Volume 2"	2650	288	", Zanichelli / Didier, 210x285, 2020"
9788808689924	"BARACCO Carla-COCTON Marie-Noelle-GIACHINO Luca"	"Pas à pas"		"Seconda edizione di Étapes"	"Confezione 10 CD audio per la classe"	10300	0	", Zanichelli / Didier, 145x125, 2020"
9788808729569	"BARACCO Carla-COCTON Marie-Noelle-GIACHINO Luca"	"Pas à pas"		"Seconda edizione di Étapes"	"Grammaire inclusive"	980	136	", Zanichelli / Didier, 210x285, 2020"
9788808820389	"BARACCO Carla-COCTON Marie-Noelle-GIACHINO Luca"	"Pas à pas"		"Seconda edizione di Étapes"	"Volume 1 + Livret de Culture"	2540	336	", Zanichelli / Didier, 210x287, 2020"
9788808220677	"ROMENI Claudio"	"Realtà e fisica.blu"		"Seconda edizione"	"Volume unico"	2940	480	", , 197x265, 2018"
9788808321022	"FRANZONI Massimo"	"Diritto delle assicurazioni"			"Volume unico"	4210	352	", , 170x240, 2016"
9788808620200	"BIAGI Adele-RAGAZZINI Giuseppe"	"il Ragazzini/Biagi concise"	"Dizionario Italiano-Inglese Inglese-Italiano"	"Ottava edizione"	"Volume Plus"	3190	1392	", , 150x210, 2021"
9788808520197	"PANTIERI Lorenzo"	"Informatica in officina e in laboratorio"			"Volume unico"	1850	240	", , 197x266, 2020"
9788808620941		"tradurre. pratiche teorie strumenti"	"Un'antologia dalla rivista, 2011-2014"		"Volume unico"	2430	384	", , 145x210, 2017"
9788808087270	"BROSSMANN Joachim-FREYSCHMIDT Juergen-MANNELLA Paolo-STERNBERG Andreas-WIENS Juergen"	Kohler/zimmer	"Limiti del normale e inizio del patologico nella diagnostica radiologica dello scheletro"	"Quarta edizione"	"Volume unico"	34750	1128	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 225x295, 2005"
9788808247636	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			Epica	1360	384	", , 197x265, 2018"
9788808469342	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			"I testi e la scrittura"	820	128	", , 195x265, 2018"
9788808512727	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			"Idee per imparare"	820	160	", , 195x265, 2018"
9788808522702	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			"Poesia e teatro"	1840	560	", , 195x265, 2018"
9788808875099	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			"Poesia e teatro con Letteratura delle origini"	2040	640	", , 197x265, 2018"
9788808920959	"FONTANA Marzia-FORTE Laura-TALICE Maria Teresa"	"Una vita da lettori"			Narrativa	2290	720	", , 197x266, 2018"
9788808920522	"CARRADA Luisa"	Paroline&Paroloni	"Attingere a piene mani al tesoro del vocabolario"		"Volume unico"	1200	128	", , 127x198, 2018"
9788808321046	"DEMURO Ivan-IBBA Carlo"	"Le società a partecipazione pubblica"	"Commentario tematico ai d.lgs. 175/2016 e 100/2017"		"Volume unico"	11380	560	", , 180x245, 2018"
9788808176080	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Volume per il quinto anno"	2480	352	", , 210x285, 2017"
9788808564108	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Volume Elettromagnetismo"	1980	264	", , 210x285, 2017"
9788808519511	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Idee per imparare"	780	88	", , 210x285, 2017"
9788808157966	"CAVALLO BORGIA Rossella-FRANZONI Massimo-GALGANO Francesco-MEMMO Daniela-PECCENINI Flavio"	"Art. 1414-1446"	"Simulazione. Nullità. Annullabilità del contratto"	"1 ed."	"Volume unico"	6650	584	"180x245, 1998"
9788808062352	"GOLDSTEIN Elliott S.-KILPATRICK Stephen T.-KREBS Jocelyn E.-LEWIN Benjamin"	"Il gene"		"Seconda edizione compatta"	"Volume unico"	9400	800	"210x295, 2011"
9788808059116	"ALBANI Paolo-BUONARROTI Berlinghiero"	"Aga magéra difúra"	"Dizionario delle lingue immaginarie"		"Volume unico"	1480	480	"196x265, 2011"
9788808420350	"VENTRE Aldo"	"Algebra lineare e algoritmi"			"Volume unico"	2000	208	", , 170x240, 2019"
9788808634733	"MIRRI Luigi-PARENTE Michele"	"Fisica ambientale"			"Volume per il quinto anno"	2600	200	"197x266, 2014"
9788808253088	"GOODALL Jane-VOZZA Lisa"	"La mia vita con gli scimpanzé"	"Una storia dalla parte degli animali"		"Volume unico + risorse digitali"	1310	192	"Trad. di Y. Nicolini, 115x176, 2014"
9788808169921	"HARVEY SLOWIKOWSKA Monica-RAVANO Anna"	"Wow the Word on Words"	"Dizionario Inglese Italiano di parole e frasi idiomatiche colloquiali e gergali"	"Seconda edizione"	"Volume unico (con CD-ROM e licenza annuale online individuale a privati)"	4900	1184	"165x217, 2012"
9788808038104	"FERRI Luigi"	"Art. 315-342"	"Potestà dei genitori"	"1 ed."	"Volume unico"	2500	200	"175x245, 1988"
9788808019080	"FERRI Luigi"	"Art. 449-455"	"ATTI DELLO STATO CIVILE"	"1 ed."	"Volume unico"	2500	168	"175x245, 1974"
9788808421135	"CAVALLO Paolo-GEDRESSI Chiara"	"Metti la quinta"	"Verso la prova orale di scienze"		"Volume unico"	1430	176	", , 197x265, 2016"
9788808162465		"Grammatica spagnola"	"Con esercizi di autoverifica, cd audio per l'ascolto ed esercizi online"	"Seconda edizione"	"Volume unico con CD-audio/mp3 ed esercizi online"	2170	240	", , 145x210, 2015"
9788808620149	"BRACCETTI Maria Rita-LANZONI Maria Paola"	"Scienza degli alimenti"			"Volume unico"	3360	480	", , 210x285, 2021"
9788808755674	"BRACCETTI Maria Rita-LANZONI Maria Paola"	"Scienza degli alimenti"			"Idee per imparare"	1130	176	", , 210x285, 2021"
9788808061270	"BENEVENTI Lisa"	"Grammaire en situation"			"Volume unico"	2390	288	"210x285, 2011"
9788808182883	"GORDON Marjory-RIGON Luisa Anna"	"Diagnosi infermieristiche"	"Processo e applicazioni"		"Volume unico"	6050	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2009"
9788808130259	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biologia molecolare, genetica, evoluzione"	2110	176	", , 210x285, 2017"
9788808277091	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Polimeri, biochimica, biotecnologie e sostenibilità S"	3240	344	", , 210x285, 2017"
9788808299321	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"La cellula e l'evoluzione dei viventi"	2340	256	", , 210x285, 2017"
9788808464057	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Organismi, cellule, genomi"	4120	464	", , 210x285, 2017"
9788808551177	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biochimica e biotecnologie"	2500	264	", , 210x284, 2017"
9788808791405	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Il corpo umano con chimica organica S"	4190	448	", , 210x285, 2017"
9788808844842	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Dal carbonio alle biotecnologie"	3170	392	", , 210x285, 2017"
9788808889195	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biologia molecolare, genetica, corpo umano"	4240	472	", , 210x285, 2017"
9788808924131	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Il corpo umano"	3070	320	", , 210x285, 2017"
9788808160263	"ROMENI Claudio"	"La fisica dei cambiamenti climatici"			"Volume unico"	1160	120	"197x266, 2014"
9788808063113	"FRASCAROLI SANTI Elena"	"Art. 84-91"	"Custodia e amministrazione delle attività fallimentari"	"1 ed."	"Volume unico"	4800	288	"180x245, 2009"
9788808143778	"LEPRE Aurelio-PETRACCONE Claudia"	"La storia"		"Quarta edizione"	"Volume 3 con risorse digitali Scuolabook"	3420	616	"197x266, 2012"
9788808420107		"Il 231 nella dottrina e nella giurisprudenza"	"a vent'anni dalla sua promulgazione. Commentario diretto da Marco Levis e Andrea Perini"		"Volume unico"	26900	1840	", , 180x247, 2021"
9788808201072	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 3"	2120	264	"230x285, 2014"
9788808235145	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 3 In poche parole"	600	72	"230x285, 2014"
9788808237002	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William-ZAVANELLA Vera"	"Topografia e costruzioni"	"per Geotecnico"		"Topografia con risorse digitali Scuolabook"	3500	528	"197x266, 2012"
9788808249081	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William-ZAVANELLA Vera"	"Topografia e costruzioni"	"per Geotecnico"		"Topografia e Costruzioni con risorse digitali Scuolabook"	2460	440	"197x266, 2012"
9788808598790	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde	Informatica		"Confezione Informatica + Coding"	1330	144	", , 230x285, 2020"
9788808820174	"OLMI Barbara-STRAULINO Samuele"	Astronomia	"Per gli studenti di Scienze della formazione primaria"		"Volume unico + ebook"	1940	160	", , 170x240, 2020"
9788808720993		"il Mini di Italiano"	"Dizionario della lingua italiana"		"Volume unico"	820	800	", , 80x112, 2017"
9788808261595	"CERUTI Grazia-GAINOTTI Alba-MODELLI Alessandra-PHELAN Jay-PIGNOCCHINO Maria Cristina"	"Scopriamo le scienze della Terra"		"seconda edizione"	"Idee per imparare"	1250	192	", , 0x0, 2022"
9788808820259	"PHELAN Jay-PIGNOCCHINO Maria Cristina"	"Scopriamo le scienze della Terra"		"seconda edizione"	"Volume unico"	2200	288	", , 230x285, 2022"
9788808257321	"WEINBERG Robert"	"La biologia del cancro"		"Prima edizione italiana condotta sulla seconda edizione americana"	"Volume unico"	11700	1008	"Rev. di A. Amadori. Trad. di V. Ciminale, A. De Rossi, S. Indraccolo, A. Rosato, P. Zanovello., , 210x295, 2016"
9788808221117	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 1"	1960	336	", , 230x285, 2017"
9788808326133	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 1"	810	120	", , 230x285, 2017"
9788808531698	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 2"	810	112	", , 230x285, 2017"
9788808531902	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 3"	2220	368	", , 230x285, 2017"
9788808629586	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 3"	790	120	", , 230x285, 2017"
9788808842688	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 2"	1940	328	", , 230x285, 2017"
9788808052865		"Art. 2028-2042"	"Luigi Aru GESTIONE D'AFFARI. Enrico Moscati PAGAMENTO DELL'INDEBITO. Paolo D'Onofrio ARRICCHIMENTO SENZA CAUSA"	"2 ed."	"Volume unico"	7250	674	"(1ª ed., 1957), 180x245, 1981"
9788808183866	"CREMONA Ottavio-LOWE James-SICA Gigliola-STEVENS Alan"	"Istologia umana"	"Testo atlante di Istologia e Anatomia microscopica"	"Terza edizione"	"Volume unico"	7300	440	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 215x280, 2008"
9788808157911	"LIBERATORE Antonino-MARCHESELLI Licia-MONTI Michele-NALDI Giovanni"	"manuale cremonese di ELETTROTECNICA"	"Per i Nuovi Tecnici: articolazioni di elettronica, elettrotecnica e automazione"	"quarta edizione"	"Volume rilegato"	6950	1968	"160x220, 2015"
9788808070029	"ROTELLI Ettore"	"Art. 128-133"	"LE REGIONI, LE PROVINCIE, I COMUNI. TOMO III"	"1 ed."	"Volume unico"	3200	240	"180x250, 1990"
9788808720528	"LAVAGNA Elvio-LUCARNO Guido-RIGOBELLO Paola Maria"	"Geografia per insegnare"	"Idee e strumenti per la didattica"		"Volume unico"	1980	208	", , 170x240, 2018"
9788808421333	"EDIGEO "	"Russo compatto"	"Dizionario Russo-Italiano Italiano-Russo"	"Quarta edizione"	"Volume unico"	1740	504	", , 130x178, 2017"
9788808721136	"DI PALMA Giuseppe-FORMICHI Fiorenzo-MEINI Giorgio"	"Computer & coding"			"Volume unico"	1070	176	", , 230x285, 2017"
9788808207937	"VULLO Enzo"	"ART. 721-736 bis"	"Procedimenti in materia di famiglia e di stato delle persone. Tomo II"		"Volume unico"	4200	208	"180x245, 2013"
9788808220493	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Il mondo dell'economia"			"Volume per il secondo biennio"	2600	512	", , 198x267, 2020"
9788808468697	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Il mondo dell'economia"			"Volume per il quinto anno"	2290	464	", , 197x266, 2020"
9788808224378	"SCRIBEDIT "	"Parole per viaggiare Spagnolo"			Spagnolo	1080	216	"112x158, 2011"
9788808263704	"REVLIN Russell"	"Psicologia cognitiva"	"Teoria e pratica"		"Volume unico"	5300	464	"Trad. di M. Tartari, rev. di G. Galfano, 197x270, 2014"
9788808520623	"VERDE Giovanni"	"Diritto processuale civile"	"Volume 2 - Processo di cognizione"	"Quinta edizione"	"Volume 2"	4200	384	", , 170x240, 2017"
9788808820594	"HENNESSY John L-PATTERSON David A"	"Struttura e progetto dei calcolatori"	"Progettare con RISC-V"	"Edizione italiana a cura di Alberto Borghese"	"Volume unico + ebook"	5300	528	", , 205x280, 2019"
9788808420718	"ASLI SCUOLA -COLOMBO Michele-D' ACHILLE Paolo"	"RIF - Repertorio Italiano di Famiglie di parole"	"Dagli etimi ai significati per arricchire il lessico"		"Volume Plus"	2750	672	", , 155x220, 2019"
9788808421289	"PAGANO Aldo-PLOPPER George"	"Principi di Biologia della cellula"		"Prima edizione italiana condotta sulla seconda edizione americana"	"Volume unico"	6300	576	"Trad. di S. Bollini, C. Lo Sicco, R. Tasso, A. Pagano, E. Principi, , 196x270, 2016"
9788808098306	"ABREU Maria Helena-MURTEIRA Rita Benamor"	"Grammatica del portoghese moderno"	"Teoria/Esercizi. Norma europea/Norma brasiliana"		"Volume unico"	5350	496	"170x270, 1994"
9788808254214	"BRAMANTI Marco-PAGANI Carlo Domenico-SALSA Sandro"	"Analisi matematica 1"		"con elementi di geometria e algebra lineare"	"Volume unico"	4900	450	"170x240, 2014"
9788808620118	"ROMANI Massimo"	Epigenetica			"Volume unico + ebook"	2900	272	", , 198x270, 2021"
9788808249760	"MONTIXI COMOGLIO Laura"	"Phrasal Verbs compatto"	Inglese-Italiano		"Volume unico"	1740	480	"1200 phrasal verbs, 130x177, 2008"
9788808265760	"CARRATTA Antonio"	"art. 703-705 Procedimenti possessori"			"Volume unico"	14250	744	", , 180x245, 2018"
9788808346650	"MORANDINI Laura-MORANDINI Luisa-MORANDINI Morando"	"il Morandini 2022"	"Dizionario dei film e delle serie televisive"		"Versione Plus con download (volume + download per Windows e Mac senza scadenza + app per iOS e Android senza scadenza + 365 giorni di consultazione online, con aggiornamenti rilasciati nell'anno)"	4220	2080	"16 000 film e circa 1400 serie televisive. Nella versione digitale altri 10 000 film, 950 cortometraggi e 7000 immagini di scena o locandine., , 160x216, 2021"
9788808720061	"COTTINO Gastone"	"Lineamenti di diritto commerciale"	"Edizione compatta"		"Volume unico"	4080	456	", , 170x240, 2020"
9788808513021	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, DNA, biotecnologie PLUS"	2030	208	", , 230x285, 2015"
9788808034755	"COZZI Renato-RUBINO Carmine-VENZAGHI Italo"	Stechio&Lab	"Le basi dell'analisi chimica"		"Volume 2"	1700	216	"197x265, 2001"
9788808434722	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 2"	2240	272	"210x285, 2014"
9788808500939	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 1"	2360	304	"210x285, 2014"
9788808534729	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 2"	2390	272	"210x285, 2014"
9788808634726	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	3500	526	"210x285, 2014"
9788808734723	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	3880	526	"210x285, 2014"
9788808934710	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 1"	2200	304	"210x285, 2014"
9788808183620	"BONETTI Ennio-BOTTANI Carlo enrico-CICCACCI Franco-KITTEL Charles"	"Introduzione alla fisica dello stato solido"			"Volume unico"	8600	686	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x240, 2008"
9788808520890		"Cobuild Intermediate Learner's Dictionary"			"Volume unico"	2680	1008	", , 130x197, 2016"
9788808420961	"PRATT Charlotte W-VOET Donald-VOET Judith G"	"Fondamenti di biochimica"		"Quarta edizione italiana condotta sulla quinta edizione americana"	"Volume unico + ebook"	11200	1248	", , 205x292, 2017"
9788808499905	"BOTTURA Cristina-GOLA Isabella-RODATO Silvano"	"Alimentazione, salute, sostenibilità"	"9 unità di apprendimento per scienza degli alimenti"	"seconda edizione di Percorsi di nutrizione"	"Volume unico"	2960	456	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2022"
9788808950727	"BOTTURA Cristina-GOLA Isabella-RODATO Silvano"	"Alimentazione, salute, sostenibilità"	"9 unità di apprendimento per scienza degli alimenti"	"seconda edizione di Percorsi di nutrizione"	"Idee per imparare"	1000	128	", Clitt editore. Distribuzione esclusiva Zanichelli, 0x0, 2022"
9788808721327		"Greco moderno compatto"	"Dizionario Greco-Italiano Italiano-Greco"	"Terza edizione"	"Volume unico"	1740	528	", , 130x178, 2017"
9788808937308	"CAVAZZUTI Cristina-DAMIANO Daniela-GANDELLI Guido"	Biologia	"con elementi di botanica"		"Volume unico"	2440	312	", , 210x285, 2016"
9788808220745	"DAMBROSIO Walter"	"Analisi matematica Fare e comprendere"	"Con elementi di probabilità e statistica"		"Volume unico"	3750	448	", , 170x240, 2018"
9788808059383	"CATTANEO Giovanni"	"Art. 231-249"	FILIAZIONE	"1 ed."	"Volume unico"	2900	272	"180x245, 1988"
9788808820556	"QUARTERONI Alfio"	"Le equazioni del cuore, della pioggia e delle vele"	"Modelli matematici per simulare la realtà"		"Volume unico"	1200	160	", , 125x200, 2020"
9788808920348	"AMALDI Francesco-BENEDETTI Piero-PESOLE Graziano-PLEVANI Paolo"	"Tecniche e metodi per la biologia molecolare"			"Volume unico + ebook"	2550	224	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2020"
9788808160737	"CAPUANO Fabio-CASSESE Antonio"	"Esplorare gli alimenti"	"Analisi e controlli chimici dei prodotti alimentari"		"Volume unico"	3240	352	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2014"
9788808720320	"BELSKY Janet"	"Psicologia dello sviluppo"		"Seconda edizione italiana condotta sulla quinta edizione americana"	"Volume unico + ebook"	5900	560	", , 205x280, 2020"
9788808325358	"AMALDI Ugo"	"Le traiettorie della fisica"		"Seconda edizione"	"Volume 3"	3280	480	", , 210x285, 2016"
9788808642233	"BARBONE Sandro"	"Scienze integrate  Le Scienze della Terra"		"seconda edizione"	"Volume unico"	1840	176	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 230x285, 2019"
